id1,id2
29733439,52762800
24655875,56034511
12294566,16490330
59671298,90893220
18363535,60088869
16470846,96142146
63047535,88763955
28155201,74646858
49056070,79821099
75224279,88048328
21742013,95289358
6750484,89558083
82273873,84840590
36254727,79464526
25187069,35599020
57983184,97068882
37770802,85962097
2056076,13238453
47207307,69900520
16911575,74965852
2985206,42110526
15478999,77008042
662312,6952073
2468584,45843588
71987212,96502370
29744993,45277958
24486392,25622947
9494846,53951521
71562627,86820843
12291734,81603750
20869434,92286074
42861992,64488055
2479956,75169795
24752094,42506221
49183975,88983039
3446310,79577197
20944802,33538650
53081061,70877184
36196195,47207307
58091243,80049956
37188261,74492096
23180254,42999670
33138718,35515191
12365927,37035540
52323772,90491355
6004888,53640652
22587878,64184863
2056076,34298415
18649931,69398766
24366661,35410623
2227679,75248709
25009769,75436318
74456310,89362627
7918119,47207307
4436119,49792701
60389545,78407619
47968135,70903506
89071716,98781898
17319880,50267238
41208406,45713346
13674019,51320865
84532845,94562624
53053823,76457860
22106476,38339458
65983637,96986336
243976,72387080
56246619,59037977
151025,7567487
33634874,81284503
82869168,91392562
19629560,52361746
64417774,67326814
13006509,36230027
16958158,46991752
10496,77094922
93405744,96859766
6004888,9852266
34407359,72839338
11223612,47562526
1146405,54685720
66830476,81433468
29733439,70535488
35283367,35827024
45125692,70349654
31588977,90795718
1331887,48390119
56666942,65129957
33443503,74027945
5502544,7424707
33635407,33777603
73189560,81628037
40208952,53666516
12014461,19216477
40256697,58599683
22216118,93836358
36826110,94329087
25259459,90391225
40397686,82672282
24381109,52361746
62684643,64581979
71951116,92788552
69805455,96744506
28731691,54357655
17319505,35283367
33184537,47365665
20289601,89292552
27627523,39533703
16682007,42163043
8289216,47562526
32322382,45503604
19722519,68081917
38674629,87317188
25760205,56983075
53844971,74694205
167228,21447171
29863979,70708462
7737233,42440519
19499147,74525970
3764542,8547400
2372506,62944920
94673808,94966401
24776550,31826558
8208482,54677975
20802582,45277958
3625425,25579913
13483076,43423048
19947396,96755227
1745593,76569969
29862936,40882634
13233063,80055654
53808701,96502370
29965851,71149914
11528260,82148801
15779293,36499924
18666609,23828624
40208952,47188511
10049858,57015868
58091243,84532845
45713346,75596485
57389746,62941900
31671571,60392808
55268831,56993303
54277804,90825254
41006951,47501734
16015583,17060014
10140977,81954319
2503637,61597459
64585818,80770095
13692504,74694205
83418921,84438504
7972852,41902860
12541827,15295500
31671571,66684435
52205735,59671298
6344084,62817462
1768956,70331081
40886103,69005400
9298606,15203131
1331887,68780120
77996967,92194003
76338003,87407497
49183975,80770095
3079056,83187166
36157293,44884689
43547655,91369139
1533183,5565856
45934014,68806630
7543320,42163043
17938943,70351063
31210232,47070583
75436318,90819553
44737753,75738906
30928982,56415854
15278869,62164591
9658895,69251555
7158327,79435188
5171134,38112967
21925647,79239865
1854108,48501698
24776550,29744993
41208406,75596485
61964427,64117222
53641305,88715660
55718937,57956947
18381918,35648851
22154247,56383083
71275365,72470859
33138718,74915353
8939620,79859336
1290459,5015131
25445188,55649716
12139984,91071857
82269040,98066391
2790527,64184863
24655875,61883869
50121556,71392180
34567640,92194003
14159368,23836628
14515609,38674629
5723054,24003496
35793904,97374326
16365713,41204379
6959647,8921864
77564821,96132128
13891853,94445678
35554836,77996967
88016768,89909926
6004888,54523887
54852394,82325558
68092634,92200192
17938943,65687036
42463335,51361329
6798938,29412990
65201164,96384448
67927725,76154796
20778381,86775292
81071096,86974759
27385403,70495926
12428859,77102241
20471468,27137868
7783980,40617635
46945244,64745197
1766796,82515987
14515609,76305683
39375908,68873757
5495153,21447171
6678906,66724941
16207669,47141280
50781773,62191549
63713898,83448526
101928,90153417
12686067,87317188
8540731,88912520
7424707,79825671
81113085,88016768
87716038,96922052
20971734,80529811
78767900,91625850
48763320,96810371
73925902,91101139
2986158,82148801
24187475,88763955
5312650,85207636
72145468,96759482
252141,39883470
25407477,29319775
3855078,21860951
26009855,62684643
64607522,91625850
28879558,34407303
10194712,86952576
55601807,93141358
69858524,92194003
23327520,43922861
4541509,29319775
7543320,48509935
22501265,23816635
15036134,74656093
39044152,47877780
16682007,20910428
14128915,33334663
3630609,66724941
6033957,7037907
26140067,80394711
12164188,40915441
39533703,59746386
30657674,62941900
1823563,96982489
21439184,32650570
4537109,79958125
36868284,51320865
46707617,60038145
49590574,80500885
48657002,63015912
6750484,45955817
27722528,88555676
65129957,77966846
13913419,35669685
24424619,89362627
5173760,50005399
12428859,84074739
42710,57840473
11416702,66780636
18873785,97035417
66464056,76471667
66778692,77094922
15506125,33184537
46945244,80900271
75925057,79969784
12459344,84780185
21670568,88048328
28279591,98605929
6880786,80701527
16682007,94329087
37408273,49183975
15981904,66598295
19042808,71942027
66724941,69280920
9907839,93985047
16091886,47207307
50611724,97068882
41208406,65557160
11708101,14185911
45752062,69280920
15160348,15787372
43483214,46011849
44424181,52031548
2503637,86974759
9494846,90347573
54357655,70351063
78116281,87407497
1768956,19473276
1600518,65254932
64272907,96810371
69805455,75165473
9880599,17938943
14425408,75320406
41730178,76527150
37188261,91325949
21398724,41511999
54722844,70708462
46996797,72047932
27367265,71951116
23767510,54922098
7344796,64518758
38149907,53628957
465873,2227679
57322751,80529811
51280173,75202466
37431252,81018538
39870975,66464056
50156673,52180535
26140067,47322028
73936723,75516646
39763751,82150767
43547655,77427895
7918119,88983039
9921764,66564908
32677263,74120008
19473276,47684966
15478999,80151344
32979461,33078127
64417774,82269040
10324335,27484833
3420227,4537109
20287936,69622388
10999896,64715021
71241369,88033708
3024917,57983184
40892614,98600039
35610900,54800974
70733904,73117853
42163043,68817326
13692504,85939736
45106261,47501734
12428859,79232921
10298203,62261095
10142290,11416702
27314407,95773284
18394687,27326027
54382056,69406607
25208197,48850017
64422464,89915037
2372506,34407359
24085271,62814417
24693281,89090467
18854966,66684435
19465233,66553855
60038145,85344876
64192522,81954319
36826110,94543249
7132510,69251555
516433,79625472
46111836,47448449
62446651,98793471
21865403,76795826
47977823,75242277
7031536,62384294
32809925,81954319
7517200,45316797
51583866,83306222
29046587,55975668
23772337,61156253
10484796,31525711
42644329,66684435
24366661,65894144
33480491,83528218
66421596,98781898
6962091,21628464
23836667,49066670
48758733,94196046
64208250,88343994
50250903,64714684
5030809,40158082
80529811,88216489
15017761,24625263
57670607,67814600
35151415,86002354
53178675,81482175
36439966,52263925
44685515,92484431
16154426,69251555
14418390,65254932
33538650,46111836
2380670,65983637
53655041,74516430
99055,25579913
5042118,50129119
15461445,46945244
39520289,46111836
47313770,89031582
31696332,52804740
18381918,85385063
50781773,60533154
66684435,98273310
47978923,74461011
23199940,49183975
6256141,78234939
25445188,47562526
13398144,55624269
63917784,94089015
17377025,62894191
12548879,69151064
47495037,59037977
7703547,81904849
53439915,61002703
35405134,72145468
66780636,98600039
18865753,52464621
49092761,69406607
53348456,75651785
2237327,40876435
9787254,37373984
18147177,56834248
87149858,89065707
4312088,21548544
26974009,40675894
7970391,42661846
53844971,85212887
24990804,77966846
7474194,40876435
41322045,41497032
14425408,79859336
26392209,56246619
3079056,6787878
20160782,98166384
1600518,15724231
39801058,43342720
21439184,81482175
54829738,87561830
10737119,47977823
29862936,38693547
57244273,74915353
8872768,74516430
72838471,98294313
62928841,63439542
3368109,77631625
23598269,66271987
33950628,67076258
77877001,94769965
35599020,78116281
46945244,65838869
2468584,80927616
12139984,15159780
42030416,77966846
32639101,53666516
44884689,80691068
8540731,37221777
18915981,93215193
1959777,93986462
4217254,86036015
36196195,49183975
40249109,70007549
35165067,83448526
52804740,81603750
41208406,53348456
13253151,31525711
35900099,89029844
18873785,22846596
36868284,54934990
3474924,37848549
31051618,35001609
16911575,31504080
85972205,87638934
1278634,97035417
15506125,88033708
21922988,91430558
43951434,50920560
52438681,54697856
16490330,76426260
43342720,98828306
23772337,34887025
1313669,67223648
52031548,89029844
27367265,47322028
69388758,84438504
1766796,69475906
12401832,62446651
22391539,48060118
2190192,63056453
5185359,80240194
17112207,75165473
33626697,59564519
29204789,36911227
8680247,28232470
38693547,40882634
48509935,68817326
2985206,53034540
25440891,85633104
19467145,69261540
28990885,97035417
21576898,87149858
4537109,36506109
71562627,75286119
81504156,95288501
36506109,70007549
5967029,61883869
59037977,93146764
54586457,88311781
2952392,81137394
101928,12741173
24734090,66964006
50303751,81554356
15081806,69912633
70986060,71915407
13718289,89928975
5030809,56603137
14639066,75035049
25175603,78765970
62368104,81272563
66097534,70903506
14191986,83266427
12432797,57721076
83418921,94045872
46011849,73921595
25009769,92286074
14147134,32412614
62944920,82586953
25227064,61268150
12459344,35452993
54910361,56839222
4484537,8299459
48354941,75651785
52086898,91664569
74048799,75740010
41114044,48657002
41208406,52323772
35565212,78989521
20702772,29965851
7868483,12548879
13006509,29744993
7703547,9806466
8832468,39882549
72164444,97573369
7779685,35560424
34520225,64743053
25009769,90819553
41730178,48060118
40208952,47365665
1821257,5072023
22106476,51583866
2380670,7108592
47886079,57528332
14885517,68081917
60389545,88647357
1970599,22216118
14916037,44067184
33184537,47188511
2468584,22154247
23048777,71288132
6078672,31177984
71716796,74270481
61966290,85461104
57787115,63047535
2071835,12014461
7488025,80701527
41298409,57751570
7543320,36826110
47282882,69663824
77369375,93986462
53081061,54978736
151025,80194882
2208630,8921864
74270205,93481201
24655875,32675912
20910428,48509935
26242792,74490598
7344796,33538650
36288771,93405744
18873785,27348469
58718563,84208139
74456310,98066391
4214629,7108592
2986158,11528260
10194712,13485913
18247044,50611724
6480791,55975668
23816635,47146148
17813216,36022457
30657674,57389746
26086635,76893002
67147203,94196046
34298415,62261095
10455699,80513838
23199940,64585818
36506109,79958125
45511817,54689761
2952392,63713898
20910428,94329087
64715021,69731456
3368109,4092832
10484404,74483795
37770802,66019625
23772337,35151415
54992750,68081917
63080272,93978472
3598514,35900099
24381109,62927088
36484207,46909572
60088869,64223023
53837571,93505865
1313669,33950628
6004888,32386880
38149907,91596978
62944920,87045236
3625425,96443690
42030416,56666942
17390600,18289538
49322605,51733905
14345451,60515025
82122672,94045872
19722519,68444336
77427895,91369139
21605422,67147203
13220357,95863211
54277804,77369770
8921862,77840289
69151064,87290650
24424619,75253871
66872709,83266427
6678906,96964433
6798938,51583866
13502291,15510280
24725739,28307773
62000314,63439542
16543090,74156474
33626697,35900099
53951521,90347573
3630609,78816029
484757,71562627
57306118,74190911
18905357,46952690
15081806,26095201
43975151,75971155
55104249,88048328
16470846,22286818
9907839,93986462
4287952,67076258
54656100,69996428
7873500,71987212
28279591,81904849
7970391,24486392
50044368,75916482
19629560,24381109
47815709,62296316
53666516,88033708
1754547,53053823
21605422,25271080
74027945,93188015
11223612,55649716
15036134,49961435
45713346,76664455
14200026,53170157
2080630,52323772
42710,12139984
27367265,86382104
29714425,73940688
9923694,54811188
27198925,95558103
76113735,87452640
35057148,69017065
64317284,91020972
3237585,96573605
52323484,78827999
38415767,55203154
24732460,36254727
21075521,34407303
484757,26702357
20101674,70164722
64238397,82628958
11410160,28719555
5185359,57956947
21439184,65161728
2190192,22563019
28307773,74422952
18363535,24187475
2025223,67647713
18147177,54973290
2790527,24655875
62384294,78989521
5105245,81351830
4402971,83555610
12164188,41322045
13220357,24427115
36967853,55921005
3419456,27385403
19906097,69261540
48742674,59671298
112804,89362627
8921864,79636420
35151415,71159598
31740181,50944416
48649091,77941188
51145038,94543249
13170637,33574239
9066905,51636570
4486755,18394687
2243046,48649091
36800658,79669455
10457886,46153456
