id1,id2
22587878,98430609
4686027,25725051
2952392,81137394
42128318,77427895
22007806,82803590
30293166,42604445
19089912,52263925
21670568,82628958
2555924,66123367
13618142,26702357
15456949,33326628
37065951,71915407
9931532,21075521
7726595,88727182
14768243,42514477
67394791,89396137
3419456,88458047
46652889,61791022
48734649,49281689
25431697,90441948
19331727,35610901
54553525,84438504
70331081,76795826
62842391,98441367
27988700,47751906
5938532,18599997
62274139,94601010
39417365,72558082
65129957,66880690
28824028,30539466
14768243,58763783
35935113,62807515
12432797,69980659
64518758,85223368
19056011,29464910
46741147,69487298
60706564,64016107
10548789,54181907
19331727,98193827
26830294,53426556
56052842,85241565
32639101,40208952
9923090,31504406
12606832,57643285
10297758,80927616
41462410,96845495
63565434,74955932
3420227,74254329
47613152,66047716
30007794,44507402
50011753,84448166
65813186,85463636
18874158,75837113
11620368,57320687
20317030,88359769
29985208,49058519
27426123,38447746
9575228,91646112
36626671,58702611
804681,25106018
49517221,78504454
833754,14881645
6787878,82122672
53832391,95164652
28990885,87617353
51619328,54797321
52446350,69202392
12176070,34073206
38919022,97634734
3807708,61786686
38693547,73194223
38003960,68173489
10298203,34748897
5638450,52490674
23092603,62423305
36133874,83592973
30639668,43895439
14159368,94512766
4314914,51241325
17319505,87942477
63047535,65260514
22858953,62404947
68689972,93548558
4565572,67394791
52588355,59530385
10357719,98263027
1741624,38003960
48368736,58076544
18346724,20141337
3889666,53519314
25376043,40990575
68159,19935629
72593247,73591660
24173307,55157414
25431697,59141538
33086446,68173492
16327022,77546325
47247439,58101552
11406200,12991173
19042808,74122796
28879558,74483795
39924028,71957793
23969431,35559798
8336185,23259789
15267149,42480791
35793904,96691496
6004888,73315956
46918,46054102
37439609,81037430
9691034,12890760
5842252,13552579
38344216,51657290
40617635,80914174
76444235,83418921
10367463,63672266
53737120,55918296
57619335,64518758
42459678,95465178
19102781,19195627
91688816,95430752
71562627,81192568
70326836,96921902
13825027,72241593
54885827,70880620
52988990,57660486
1283491,32485256
3664323,24187475
5865726,8633082
17491151,45014189
12871373,88464988
36967853,91662539
53570958,58621168
13201478,80468789
16470846,22537653
47365665,87331567
41179209,90795718
52263925,68280046
26857322,42779659
31588977,90795718
35951391,57619335
43789069,90806148
20141337,77410412
20737266,64351459
21122556,43876521
11665937,18843058
10152715,82863022
53570958,96453384
4565572,89396137
30644979,56627830
3277357,98559124
43522170,48742674
9575228,76795826
35405134,72145468
31905472,86382104
57660486,61505203
36641874,94739264
27043300,48513376
25407477,31177984
14576497,52672692
22685310,70558780
29958503,86917365
67147203,95781094
15648,31490589
35714440,90333406
149175,75491393
41867761,82325558
8994298,76176642
36499924,52522985
42181153,54972519
6978466,32244142
40266391,92974867
12516100,57320687
2986158,70986060
35565212,79424848
29825517,39223420
6256141,88031640
36986473,95741314
14881645,31352730
9575228,37710503
31674056,68173489
27426123,75372170
75264573,90391225
24580765,41987114
7153216,36499924
16362919,68830801
48136792,75372170
15168588,53571593
8612094,81408609
17366003,82515987
32586695,63700148
34402785,69301098
29006523,77546325
69167600,71922295
33206318,35270363
27463855,93444928
4123023,83381137
18247044,97068882
10373250,91662539
9069903,59936386
2952392,63713898
3665170,52708634
26280964,57255527
30141859,34404615
1644190,35873746
2808350,37065951
30102415,31531912
54973290,98504232
52404977,97382506
16295025,68649064
17824558,21071771
4486755,18394687
8269746,79148737
25106018,63984980
43932865,98300795
38674629,42779659
17000000,74254329
24032868,31352730
43476859,57125875
2808350,56959522
839786,59936386
38552937,47203248
10142290,61354254
16958158,89915037
26301462,48136792
30644979,68830801
18480165,42128318
28153818,45014189
5561197,83586247
17319505,35827024
1523226,28556362
5843382,44618699
1854108,35270363
59259401,70238570
79616204,84977888
14296399,71009867
6004888,35259270
12993047,31143310
43904710,48758733
35610900,93033786
60447783,77427895
14885517,80839288
56383083,88512168
16470846,82325558
1454207,11416702
6344084,87407497
33538650,64518758
13174650,98172118
59314991,74521759
1647419,14716083
63223933,98424047
35714440,76497591
75098958,81030664
19089912,62899929
13466855,23605781
31051618,53172887
2261637,84135482
61905253,83319646
44451236,74804936
80935142,87935160
60571140,94490280
24187475,81279344
30382185,75551932
3921865,75522523
80927616,88512168
19195627,46830216
14965818,61498847
91717987,98179574
25212389,48734649
21860951,37035540
16027111,47717079
15648,31259617
66780636,98600039
63056453,88354216
47498959,78276665
22430617,69910810
25767836,87407497
5171134,36118110
16958158,96989593
31177536,54038893
24560720,60088869
75475673,77840289
25467733,78196838
11102231,60392824
149175,26830294
31092129,31298513
18917121,83538711
46987821,54834355
31490474,57337098
77380292,98554509
27756093,50781773
23084884,43405231
17602380,47393180
30153177,61296263
6004888,53172887
33133828,75488221
10140977,24570958
8451760,27367265
77966846,98793471
75596485,96655567
7634013,73925902
57190868,79475473
3807651,33943040
5171134,57190868
19195627,51353808
1367517,80151344
19331727,81311880
51670299,60776561
23708769,33563667
88359769,91126559
54584667,66464056
86775292,92765378
52356483,88359769
15202979,62842391
24147862,62191549
16696118,96831014
50121556,57528332
37065951,67358569
7158327,79435188
75372170,88810551
63223933,96845495
3681006,82672282
12194096,22496256
34583798,41322045
8289216,70326774
12194096,15241238
3681006,83991716
2491460,85803940
52958652,79851703
33634874,84745207
27021728,80839288
16871572,20971734
56614391,67846635
45465228,54797321
16154426,69251555
1283491,83220675
16060009,79586304
8208482,12871373
9654442,12110339
9931532,34407303
33000711,38787361
21071771,47610539
83362334,97402065
81316249,92965053
18381918,34404615
2008347,2158913
14345451,60515025
24345418,61542865
70403624,79821099
18649931,49092761
9543130,54536046
14885517,75522523
167228,79636420
44669943,67846635
15306268,24574240
48293393,90187322
21617806,81439789
20971734,88216489
26491787,61868905
8939620,61869387
10327275,78767900
1444713,55307387
5393373,22109936
37360366,81403011
20059266,84078845
35759560,75426867
6344084,14639066
24032868,93315586
4352717,98193827
12051271,91929224
20145574,53020798
10142290,47818268
60533154,62191549
15548228,49539902
19778721,94106554
30190432,52762800
14519075,31585097
42728611,70100785
41528118,91156243
31036624,38071151
20317030,80935142
29700753,61154808
10825358,11427812
65557160,98179574
88354216,93985047
8451760,71767465
30140018,36027066
16819736,74646858
13585097,80652568
3277357,67963843
14494,9561888
28930641,42981396
30153177,31634379
8092475,43132523
41894336,43405231
17140848,76176642
43641610,81030664
77840289,81954319
54798530,96388018
48734649,56881800
9600323,28990885
43132523,49810009
42981396,97547150
13142970,21232394
57423050,95532475
12993047,62684643
16362919,56627830
30644979,55037683
52180535,88464988
25603650,51999280
67275979,83319646
20203772,27959798
3027312,79558814
14881645,81206857
8733542,79605689
25113988,87617353
54053670,80725760
21044132,22496256
12365927,56609065
19331727,37862083
19949293,60728380
38785326,48368736
206952,12959047
56881800,62471502
7488025,39375908
35571200,62817462
19680567,52180535
46830216,51353808
54829738,67275979
63700148,87367093
26301462,77650984
45770332,98423908
74756753,96544130
40481736,66160476
75749012,98554509
2986158,8114507
50810315,81603750
72838471,74804936
36580730,57706537
35191236,88730603
32727556,57916002
15017761,98441367
458928,48567372
35494506,87942477
9852266,35259270
47448449,87637930
27607684,80159309
10196461,77489008
9654442,67462269
27367265,80394711
36439966,52263925
35610900,69918467
21670568,79415655
18865753,21223802
29412990,40764402
46578488,58750522
11102231,50011753
4358136,12032039
45743235,61421409
10306853,49810009
23757092,94490280
9542853,60527373
12120697,63700148
37532089,84977888
76893002,96037332
81030664,95430752
64607522,91625850
56627830,72432749
80927616,89940086
47717079,66447437
73591660,77356650
25980770,56278238
4686027,51644196
13760497,23084884
31966474,87572356
516433,79625472
37587100,48649091
35610900,56417965
31966474,79788718
12432797,57721076
15548228,52958652
6344084,25767836
55002512,77966846
36985401,93770909
54181907,76584497
29412990,98504232
49913390,70651818
47388064,56562331
19058768,27364714
16871572,66639967
14418390,35328167
36626671,52958652
2836988,57251836
66765162,71555853
15280298,87149553
3519173,33671496
15678458,51459919
69866884,83731613
41867761,54852394
40581935,72432749
26049981,84074739
90333406,93927182
70880620,93315586
51810000,97374326
7189900,30137226
2392632,41980780
32639101,53666516
45840265,63623853
346951,10825358
30502153,47329776
30190432,70535488
2555924,31585097
62404947,65913287
10376743,61784126
8832468,97873950
41704902,95963025
2208179,29339493
40039860,66536513
21551344,56723108
39203102,54934990
40581935,54292533
36984659,67106226
27364714,42257007
65985414,82672282
17116014,73248952
2808350,71915407
4486003,96963228
69301098,79669455
2210930,24560720
3419456,29204225
5312650,85207636
41462410,50903406
29204225,96831014
82672282,83991716
48501698,68780120
11279573,58702611
50783014,66129710
54296266,62527996
9611156,66692743
26857322,38674629
20317030,77005955
55601807,97906990
49536402,86917365
29543701,79851703
15017761,24625263
12365927,72145468
7189556,11782965
24351127,65414283
18756772,24561369
61542865,66765162
35328167,87076936
50810315,82515987
4585409,80341208
31716744,56843779
26008690,54377216
19906097,87259085
2237327,7474194
28719555,81382376
51937161,75838316
67963843,89284852
7717624,81014895
9587297,49678723
33538650,57619335
50129119,65913287
54038893,64417774
89056,35405134
26674810,78276665
18327954,79219518
75582659,96712384
3889666,73325934
29201042,77308213
40481736,51810284
54685720,95222715
46010816,92984470
34748897,43411151
69541495,75738906
5603029,29923231
3807651,61201533
47293324,52799959
11757058,30454889
2790527,14529799
12038647,14885517
1515409,21120329
71555853,93033786
2986158,56959522
12516100,88524300
5938532,49127797
81603750,91382360
5397796,89909926
63899324,66447087
12459344,76024362
15891845,68830291
21223802,25113988
85463636,91698192
19006949,57423050
10548789,89090467
10357719,74722865
77806817,79961602
12032039,90497961
6004888,31051618
24655875,32675912
7972852,19006949
26222034,87402571
5019189,32328366
37955791,58755004
44669943,88016768
4537109,90625197
51520804,90806148
4541509,63984980
18845879,61966290
24625263,62842391
38003960,55578246
53081061,88064882
67344031,81979947
38787361,73861776
2067360,74525970
13913419,88440346
31634379,96591575
6957570,72838471
76657775,98484335
19403571,87149553
22501265,23816635
5865726,81524454
16362919,55037683
18227397,62446651
14425408,75320406
60447783,60776561
15168588,26222034
56801330,88512168
73325934,88812865
12853731,90187322
28282387,88829158
97525993,97547150
36641874,56843779
36984659,44618699
167228,2208630
75799899,78504454
7437957,10551504
18649931,25978496
89056,61818067
50426879,93168786
81284503,84745207
23777098,74646858
69927371,96837227
5185359,30429353
41322045,65394780
30429353,55718937
10298203,13238453
11858288,40336134
1374896,47070583
415992,43569683
60121656,71957793
76865701,98718043
88286371,98142963
4287952,80652568
17366003,91382360
25187069,76338003
64518758,87637930
45465228,95036672
11102231,98241359
75132289,80341208
13024596,62006193
35565212,89222075
20778381,29958503
47146148,85173141
74521759,89814977
20935556,62006193
6635856,19403571
18147177,83306222
7189592,31674056
9852266,83857653
18381918,35648851
